Date,SI1,SI2,SI3,,,
4/08/2010,18.278,18.333,18.375,,,
5/08/2010,18.321,18.376,18.418,,,
6/08/2010,18.472,18.528,18.571,,,
9/08/2010,18.242,18.298,18.342,,,
10/08/2010,18.158,18.214,18.257,,,
11/08/2010,17.902,17.958,17.999,,,
12/08/2010,18.065,18.121,18.165,,,
13/08/2010,18.109,18.165,18.209,,,
16/08/2010,18.427,18.483,18.527,,,
17/08/2010,18.595,18.65,18.694,,,
18/08/2010,18.399,18.452,18.495,,,
19/08/2010,18.327,18.379,18.42,,,
20/08/2010,17.991,18.041,18.081,,,
23/08/2010,17.992,18.042,18.082,,,
24/08/2010,18.378,18.428,18.469,,,
25/08/2010,19.026,19.072,19.12,,,
26/08/2010,18.982,19.022,19.068,,,
27/08/2010,19.039,19.074,19.12,,,
30/08/2010,19.038,19.074,19.117,,,
31/08/2010,19.398,19.432,19.476,,,
1/09/2010,19.359,19.393,19.437,,,
2/09/2010,19.638,19.672,19.716,,,
3/09/2010,19.915,19.949,19.994,,,
7/09/2010,19.883,19.914,19.959,,,
8/09/2010,19.978,20.009,20.057,,,
9/09/2010,19.814,19.855,19.903,,,
10/09/2010,19.802,19.845,19.894,,,
13/09/2010,20.11,20.151,20.2,,,
14/09/2010,20.401,20.432,20.48,,,
15/09/2010,20.542,20.571,20.62,,,
16/09/2010,20.745,20.771,20.821,,,
17/09/2010,20.79,20.816,20.866,,,
20/09/2010,20.777,20.803,20.853,,,
21/09/2010,20.62,20.64,20.689,,,
22/09/2010,21.036,21.055,21.105,,,
23/09/2010,21.194,21.213,21.263,,,
24/09/2010,21.383,21.399,21.451,,,
27/09/2010,21.455,21.471,21.523,,,
28/09/2010,21.688,21.707,21.758,,,
29/09/2010,21.952,22.004,22.031,,,
30/09/2010,21.821,21.872,21.899,,,
1/10/2010,22.06,22.112,22.14,,,
4/10/2010,22.036,22.088,22.114,,,
5/10/2010,22.737,22.79,22.818,,,
6/10/2010,23.043,23.096,23.124,,,
7/10/2010,22.584,22.636,22.663,,,
8/10/2010,23.105,23.158,23.187,,,
11/10/2010,23.349,23.403,23.433,,,
12/10/2010,23.147,23.201,23.231,,,
13/10/2010,23.932,23.987,24.018,,,
14/10/2010,24.435,24.49,24.523,,,
15/10/2010,24.288,24.344,24.377,,,
18/10/2010,24.413,24.469,24.502,,,
19/10/2010,23.78,23.835,23.867,,,
20/10/2010,23.864,23.919,23.95,,,
21/10/2010,23.139,23.193,23.223,,,
22/10/2010,23.118,23.172,23.203,,,
25/10/2010,23.544,23.6,23.631,,,
26/10/2010,23.83,23.887,23.919,,,
27/10/2010,23.404,23.461,23.493,,,
28/10/2010,23.875,23.932,23.964,,,
29/10/2010,24.564,24.622,24.655,,,
1/11/2010,24.552,24.611,24.644,,,
2/11/2010,24.836,24.896,24.931,,,
3/11/2010,24.436,24.496,24.531,,,
4/11/2010,26.043,26.107,26.144,,,
5/11/2010,26.748,26.818,26.861,,,
8/11/2010,27.432,27.506,27.553,,,
9/11/2010,28.906,28.987,29.039,,,
10/11/2010,26.865,26.941,26.99,,,
11/11/2010,27.405,27.485,27.536,,,
12/11/2010,25.942,26.016,26.061,,,
15/11/2010,26.092,26.167,26.213,,,
16/11/2010,25.233,25.306,25.349,,,
17/11/2010,25.511,25.585,25.63,,,
18/11/2010,26.834,26.909,26.957,,,
19/11/2010,27.179,27.254,27.302,,,
22/11/2010,27.461,27.536,27.585,,,
23/11/2010,27.572,27.647,27.696,,,
24/11/2010,27.528,27.603,27.654,,,
26/11/2010,26.699,26.772,26.823,,,
29/11/2010,27.148,27.193,27.242,,,
30/11/2010,28.185,28.212,28.263,,,
1/12/2010,28.388,28.413,28.463,,,
2/12/2010,28.542,28.572,28.62,,,
3/12/2010,29.241,29.271,29.319,,,
6/12/2010,29.705,29.735,29.784,,,
7/12/2010,29.748,29.777,29.827,,,
8/12/2010,28.224,28.252,28.301,,,
9/12/2010,28.789,28.817,28.867,,,
10/12/2010,28.576,28.605,28.654,,,
13/12/2010,29.599,29.624,29.676,,,
14/12/2010,29.759,29.788,29.84,,,
15/12/2010,29.225,29.253,29.306,,,
16/12/2010,28.757,28.782,28.834,,,
17/12/2010,29.113,29.133,29.183,,,
20/12/2010,29.335,29.355,29.405,,,
21/12/2010,29.376,29.394,29.444,,,
22/12/2010,29.367,29.385,29.436,,,
23/12/2010,29.31,29.328,29.38,,,
27/12/2010,29.235,29.255,29.307,,,
28/12/2010,30.297,30.323,30.377,,,
29/12/2010,30.679,30.704,30.758,,,
30/12/2010,30.513,30.566,30.615,,,
31/12/2010,30.937,30.991,31.04,,,
3/01/2011,31.125,31.179,31.229,,,
4/01/2011,29.508,29.559,29.604,,,
5/01/2011,29.198,29.248,29.295,,,
6/01/2011,29.126,29.174,29.22,,,
7/01/2011,28.671,28.718,28.763,,,
10/01/2011,28.861,28.909,28.955,,,
11/01/2011,29.499,29.547,29.591,,,
12/01/2011,29.545,29.593,29.637,,,
13/01/2011,29.263,29.309,29.353,,,
14/01/2011,28.32,28.364,28.405,,,
18/01/2011,28.912,28.957,28.999,,,
19/01/2011,28.801,28.827,28.845,,,
20/01/2011,27.473,27.497,27.512,,,
21/01/2011,27.427,27.451,27.465,,,
24/01/2011,27.321,27.343,27.355,,,
25/01/2011,26.805,26.824,26.833,,,
26/01/2011,27.128,27.149,27.159,,,
27/01/2011,27.031,27.054,27.065,,,
28/01/2011,27.919,27.936,27.946,,,
31/01/2011,28.169,28.19,28.2,,,
1/02/2011,28.514,28.537,28.549,,,
2/02/2011,28.289,28.312,28.324,,,
3/02/2011,28.728,28.748,28.757,,,
4/02/2011,29.059,29.08,29.091,,,
7/02/2011,29.343,29.367,29.383,,,
8/02/2011,30.271,30.297,30.312,,,
9/02/2011,30.276,30.301,30.317,,,
10/02/2011,30.094,30.119,30.137,,,
11/02/2011,29.995,30.019,30.034,,,
14/02/2011,30.534,30.559,30.576,,,
15/02/2011,30.696,30.721,30.738,,,
16/02/2011,30.629,30.644,30.652,,,
17/02/2011,31.57,31.581,31.584,,,
18/02/2011,32.296,32.285,32.276,,,
22/02/2011,32.862,32.856,32.847,,,
23/02/2011,33.298,33.304,33.29,,,
24/02/2011,33.166,33.18,33.17,,,
25/02/2011,32.898,32.923,32.921,,,
28/02/2011,33.804,33.82,33.814,,,
1/03/2011,34.416,34.427,34.422,,,
2/03/2011,34.825,34.835,34.837,,,
3/03/2011,34.313,34.327,34.329,,,
4/03/2011,35.317,35.327,35.324,,,
7/03/2011,35.855,35.865,35.865,,,
8/03/2011,35.653,35.658,35.663,,,
9/03/2011,36.043,36.047,36.052,,,
10/03/2011,35.064,35.066,35.069,,,
11/03/2011,35.933,35.935,35.939,,,
14/03/2011,35.825,35.84,35.845,,,
15/03/2011,34.116,34.117,34.122,,,
16/03/2011,34.471,34.472,34.48,,,
17/03/2011,34.26,34.258,34.264,,,
18/03/2011,35.06,35.058,35.072,,,
21/03/2011,36.002,36.001,36.016,,,
22/03/2011,36.271,36.269,36.286,,,
23/03/2011,37.202,37.198,37.214,,,
24/03/2011,37.388,37.375,37.393,,,
25/03/2011,37.058,37.049,37.069,,,
28/03/2011,37.097,37.088,37.11,,,
29/03/2011,36.977,36.987,37.009,,,
30/03/2011,37.511,37.535,37.551,,,
31/03/2011,37.888,37.913,37.931,,,
1/04/2011,37.732,37.757,37.773,,,
4/04/2011,38.494,38.519,38.534,,,
5/04/2011,39.183,39.21,39.226,,,
6/04/2011,39.387,39.414,39.432,,,
7/04/2011,39.552,39.581,39.6,,,
8/04/2011,40.608,40.637,40.658,,,
11/04/2011,40.612,40.642,40.664,,,
12/04/2011,40.066,40.095,40.118,,,
13/04/2011,40.237,40.268,40.292,,,
14/04/2011,41.664,41.694,41.717,,,
15/04/2011,42.571,42.599,42.616,,,
18/04/2011,42.956,42.98,42.994,,,
19/04/2011,43.913,43.927,43.929,,,
20/04/2011,44.461,44.477,44.479,,,
21/04/2011,46.059,46.077,46.079,,,
25/04/2011,47.149,47.173,47.178,,,
26/04/2011,45.05,45.079,45.089,,,
27/04/2011,45.958,45.987,45.996,,,
28/04/2011,47.52,47.541,47.554,,,
29/04/2011,48.584,48.599,48.609,,,
2/05/2011,46.078,46.084,46.097,,,
3/05/2011,42.576,42.585,42.597,,,
4/05/2011,39.383,39.388,39.396,,,
5/05/2011,36.231,36.24,36.244,,,
6/05/2011,35.283,35.287,35.294,,,
9/05/2011,37.11,37.116,37.125,,,
10/05/2011,38.48,38.486,38.497,,,
11/05/2011,35.509,35.515,35.528,,,
12/05/2011,34.793,34.797,34.812,,,
13/05/2011,35.011,35.013,35.027,,,
16/05/2011,34.129,34.132,34.147,,,
17/05/2011,33.488,33.491,33.506,,,
18/05/2011,35.094,35.097,35.114,,,
19/05/2011,34.927,34.932,34.95,,,
20/05/2011,35.082,35.087,35.105,,,
23/05/2011,34.901,34.904,34.923,,,
24/05/2011,36.121,36.128,36.148,,,
25/05/2011,37.64,37.642,37.663,,,
26/05/2011,37.326,37.33,37.351,,,
27/05/2011,37.863,37.884,37.904,,,
31/05/2011,38.305,38.329,38.351,,,
1/06/2011,37.694,37.717,37.737,,,
2/06/2011,36.202,36.224,36.244,,,
3/06/2011,36.191,36.211,36.229,,,
6/06/2011,36.782,36.804,36.822,,,
7/06/2011,37.046,37.069,37.087,,,
8/06/2011,36.62,36.643,36.661,,,
9/06/2011,37.424,37.447,37.465,,,
10/06/2011,36.327,36.349,36.368,,,
13/06/2011,34.737,34.745,34.761,,,
14/06/2011,35.411,35.423,35.439,,,
15/06/2011,35.41,35.421,35.434,,,
16/06/2011,35.559,35.572,35.585,,,
17/06/2011,35.748,35.759,35.772,,,
20/06/2011,36.071,36.084,36.098,,,
21/06/2011,36.379,36.393,36.408,,,
22/06/2011,36.739,36.754,36.771,,,
23/06/2011,35.002,35.016,35.032,,,
24/06/2011,34.638,34.65,34.664,,,
27/06/2011,33.585,33.597,33.612,,,
28/06/2011,33.638,33.652,33.667,,,
29/06/2011,34.75,34.769,34.789,,,
30/06/2011,34.812,34.832,34.851,,,
1/07/2011,33.694,33.705,33.724,,,
5/07/2011,35.402,35.41,35.43,,,
6/07/2011,35.911,35.916,35.936,,,
7/07/2011,36.528,36.536,36.553,,,
8/07/2011,36.536,36.543,36.56,,,
11/07/2011,35.689,35.698,35.714,,,
12/07/2011,35.629,35.634,35.65,,,
13/07/2011,38.148,38.151,38.168,,,
14/07/2011,38.689,38.694,38.714,,,
15/07/2011,39.063,39.071,39.091,,,
18/07/2011,40.333,40.342,40.366,,,
19/07/2011,40.211,40.221,40.245,,,
20/07/2011,39.546,39.558,39.581,,,
21/07/2011,38.937,38.947,38.969,,,
22/07/2011,40.113,40.122,40.145,,,
25/07/2011,40.354,40.361,40.386,,,
26/07/2011,40.691,40.698,40.723,,,
27/07/2011,40.553,40.568,40.593,,,
28/07/2011,39.794,39.82,39.821,,,
29/07/2011,40.106,40.131,40.132,,,
1/08/2011,39.309,39.334,39.336,,,
2/08/2011,40.092,40.118,40.121,,,
3/08/2011,41.758,41.787,41.796,,,
4/08/2011,39.431,39.46,39.471,,,
5/08/2011,38.211,38.241,38.254,,,
8/08/2011,39.38,39.413,39.43,,,
9/08/2011,37.883,37.918,37.934,,,
10/08/2011,39.327,39.362,39.374,,,
11/08/2011,38.669,38.704,38.717,,,
12/08/2011,39.114,39.147,39.158,,,
15/08/2011,39.307,39.337,39.349,,,
16/08/2011,39.819,39.848,39.861,,,
17/08/2011,40.351,40.378,40.39,,,
18/08/2011,40.688,40.716,40.727,,,
19/08/2011,42.432,42.467,42.479,,,
22/08/2011,43.325,43.365,43.38,,,
23/08/2011,42.291,42.33,42.345,,,
24/08/2011,39.162,39.201,39.213,,,
25/08/2011,40.745,40.793,40.804,,,
26/08/2011,40.952,41.001,41.013,,,
29/08/2011,40.546,40.601,40.616,,,
30/08/2011,41.398,41.464,41.483,,,
31/08/2011,41.699,41.768,41.79,,,
1/09/2011,41.482,41.532,41.555,,,
2/09/2011,43.02,43.069,43.092,,,
6/09/2011,41.818,41.868,41.891,,,
7/09/2011,41.572,41.631,41.654,,,
8/09/2011,42.479,42.53,42.558,,,
9/09/2011,41.573,41.624,41.654,,,
12/09/2011,40.164,40.217,40.25,,,
13/09/2011,41.123,41.193,41.231,,,
14/09/2011,40.469,40.533,40.567,,,
15/09/2011,39.453,39.501,39.531,,,
16/09/2011,40.781,40.831,40.864,,,
19/09/2011,39.11,39.163,39.196,,,
20/09/2011,40.081,40.137,40.171,,,
21/09/2011,40.42,40.469,40.5,,,
22/09/2011,36.538,36.578,36.609,,,
23/09/2011,30.051,30.101,30.13,,,
26/09/2011,29.927,29.976,30.005,,,
27/09/2011,31.497,31.536,31.571,,,
28/09/2011,30.085,30.134,30.173,,,
29/09/2011,30.522,30.561,30.576,,,
30/09/2011,30.083,30.124,30.139,,,
3/10/2011,30.795,30.833,30.849,,,
4/10/2011,29.839,29.877,29.896,,,
5/10/2011,30.352,30.39,30.408,,,
6/10/2011,32.005,32.044,32.062,,,
7/10/2011,30.993,31.031,31.049,,,
10/10/2011,31.98,32.02,32.04,,,
11/10/2011,31.998,32.038,32.058,,,
12/10/2011,32.789,32.833,32.854,,,
13/10/2011,31.667,31.71,31.731,,,
14/10/2011,32.173,32.216,32.238,,,
17/10/2011,31.821,31.864,31.885,,,
18/10/2011,31.831,31.874,31.897,,,
19/10/2011,31.277,31.317,31.333,,,
20/10/2011,30.281,30.32,30.336,,,
21/10/2011,31.193,31.231,31.247,,,
24/10/2011,31.644,31.684,31.7,,,
25/10/2011,33.052,33.091,33.105,,,
26/10/2011,33.31,33.35,33.366,,,
27/10/2011,35.112,35.157,35.174,,,
28/10/2011,35.288,35.333,35.351,,,
31/10/2011,34.354,34.401,34.42,,,
1/11/2011,32.731,32.777,32.798,,,
2/11/2011,33.943,33.992,34.016,,,
3/11/2011,34.498,34.548,34.574,,,
4/11/2011,34.084,34.135,34.165,,,
7/11/2011,34.828,34.885,34.917,,,
8/11/2011,35.153,35.215,35.248,,,
9/11/2011,34.361,34.424,34.459,,,
10/11/2011,34.106,34.169,34.203,,,
11/11/2011,34.682,34.751,34.785,,,
14/11/2011,34.024,34.092,34.125,,,
15/11/2011,34.456,34.526,34.56,,,
16/11/2011,33.822,33.894,33.931,,,
17/11/2011,31.497,31.569,31.606,,,
18/11/2011,32.417,32.489,32.525,,,
21/11/2011,31.116,31.187,31.222,,,
22/11/2011,32.951,33.031,33.069,,,
23/11/2011,31.884,31.964,32.002,,,
25/11/2011,31.014,31.092,31.128,,,
28/11/2011,32.161,32.242,32.278,,,
29/11/2011,31.853,31.95,31.986,,,
30/11/2011,32.731,32.804,32.839,,,
1/12/2011,32.695,32.759,32.795,,,
2/12/2011,32.621,32.686,32.725,,,
5/12/2011,32.306,32.372,32.411,,,
6/12/2011,32.672,32.744,32.785,,,
7/12/2011,32.555,32.627,32.673,,,
8/12/2011,31.467,31.538,31.586,,,
9/12/2011,32.173,32.253,32.306,,,
12/12/2011,30.935,31.002,31.054,,,
13/12/2011,31.195,31.26,31.315,,,
14/12/2011,28.881,28.935,28.989,,,
15/12/2011,29.225,29.274,29.331,,,
16/12/2011,29.615,29.671,29.727,,,
19/12/2011,28.822,28.874,28.93,,,
20/12/2011,29.496,29.536,29.591,,,
21/12/2011,29.198,29.249,29.303,,,
22/12/2011,29.001,29.047,29.096,,,
23/12/2011,29.046,29.084,29.133,,,
27/12/2011,28.697,28.74,28.789,,,
28/12/2011,27.192,27.234,27.282,,,
29/12/2011,27.315,27.358,27.394,,,
30/12/2011,27.915,27.96,27.997,,,
3/01/2012,29.572,29.622,29.659,,,
4/01/2012,29.097,29.141,29.174,,,
5/01/2012,29.296,29.336,29.366,,,
6/01/2012,28.683,28.724,28.755,,,
9/01/2012,28.782,28.824,28.857,,,
10/01/2012,29.815,29.861,29.9,,,
11/01/2012,29.89,29.938,29.978,,,
12/01/2012,30.124,30.173,30.213,,,
13/01/2012,29.522,29.569,29.607,,,
17/01/2012,30.135,30.186,30.224,,,
18/01/2012,30.543,30.594,30.634,,,
19/01/2012,30.509,30.56,30.597,,,
20/01/2012,31.675,31.727,31.765,,,
23/01/2012,32.27,32.323,32.365,,,
24/01/2012,31.975,32.026,32.065,,,
25/01/2012,33.121,33.175,33.214,,,
26/01/2012,33.743,33.798,33.84,,,
27/01/2012,33.79,33.845,33.888,,,
30/01/2012,33.527,33.583,33.628,,,
31/01/2012,33.262,33.319,33.364,,,
1/02/2012,33.807,33.868,33.917,,,
2/02/2012,34.175,34.234,34.28,,,
3/02/2012,33.749,33.81,33.858,,,
6/02/2012,33.75,33.811,33.861,,,
7/02/2012,34.194,34.258,34.309,,,
8/02/2012,33.704,33.767,33.816,,,
9/02/2012,33.917,33.981,34.03,,,
10/02/2012,33.604,33.668,33.717,,,
13/02/2012,33.722,33.786,33.835,,,
14/02/2012,33.348,33.412,33.462,,,
15/02/2012,33.408,33.474,33.526,,,
16/02/2012,33.37,33.437,33.489,,,
17/02/2012,33.216,33.282,33.334,,,
21/02/2012,34.429,34.5,34.554,,,
22/02/2012,34.254,34.328,34.382,,,
23/02/2012,35.556,35.636,35.693,,,
24/02/2012,35.338,35.42,35.478,,,
27/02/2012,35.524,35.604,35.662,,,
28/02/2012,37.14,37.205,37.264,,,
29/02/2012,34.583,34.642,34.699,,,
1/03/2012,35.611,35.661,35.718,,,
2/03/2012,34.481,34.525,34.581,,,
5/03/2012,33.651,33.695,33.753,,,
6/03/2012,32.741,32.783,32.84,,,
7/03/2012,33.543,33.585,33.644,,,
8/03/2012,33.789,33.831,33.891,,,
9/03/2012,34.175,34.212,34.272,,,
12/03/2012,33.374,33.413,33.472,,,
13/03/2012,33.544,33.581,33.64,,,
14/03/2012,32.147,32.181,32.236,,,
15/03/2012,32.693,32.726,32.779,,,
16/03/2012,32.573,32.604,32.654,,,
19/03/2012,32.926,32.955,33.009,,,
20/03/2012,31.805,31.834,31.886,,,
21/03/2012,32.199,32.227,32.281,,,
22/03/2012,31.319,31.345,31.395,,,
23/03/2012,32.248,32.272,32.327,,,
26/03/2012,32.726,32.75,32.806,,,
27/03/2012,32.601,32.616,32.672,,,
28/03/2012,31.816,31.831,31.885,,,
29/03/2012,31.992,32.048,32.097,,,
30/03/2012,32.484,32.544,32.595,,,
2/04/2012,33.098,33.158,33.212,,,
3/04/2012,33.265,33.326,33.382,,,
4/04/2012,31.044,31.101,31.154,,,
5/04/2012,31.73,31.79,31.845,,,
9/04/2012,31.524,31.586,31.642,,,
10/04/2012,31.679,31.742,31.799,,,
11/04/2012,31.521,31.584,31.643,,,
12/04/2012,32.525,32.59,32.649,,,
13/04/2012,31.39,31.454,31.512,,,
16/04/2012,31.373,31.439,31.498,,,
17/04/2012,31.674,31.741,31.801,,,
18/04/2012,31.487,31.553,31.613,,,
19/04/2012,31.779,31.847,31.906,,,
20/04/2012,31.651,31.72,31.78,,,
23/04/2012,30.531,30.599,30.657,,,
24/04/2012,30.746,30.815,30.874,,,
25/04/2012,30.356,30.425,30.482,,,
26/04/2012,31.207,31.276,31.334,,,
27/04/2012,31.347,31.411,31.471,,,
30/04/2012,30.959,31.016,31.076,,,
1/05/2012,30.877,30.93,30.99,,,
2/05/2012,30.592,30.645,30.704,,,
3/05/2012,29.959,30.01,30.067,,,
4/05/2012,30.38,30.432,30.489,,,
7/05/2012,30.072,30.122,30.179,,,
8/05/2012,29.414,29.459,29.517,,,
9/05/2012,29.197,29.241,29.3,,,
10/05/2012,29.136,29.178,29.236,,,
11/05/2012,28.858,28.89,28.947,,,
14/05/2012,28.319,28.353,28.408,,,
15/05/2012,28.054,28.08,28.133,,,
16/05/2012,27.17,27.196,27.249,,,
17/05/2012,27.996,28.02,28.074,,,
18/05/2012,28.694,28.715,28.77,,,
21/05/2012,28.304,28.321,28.375,,,
22/05/2012,28.165,28.179,28.233,,,
23/05/2012,27.508,27.519,27.571,,,
24/05/2012,28.142,28.157,28.209,,,
25/05/2012,28.37,28.386,28.438,,,
29/05/2012,27.767,27.791,27.842,,,
30/05/2012,27.983,28.036,28.097,,,
31/05/2012,27.757,27.812,27.873,,,
1/06/2012,28.512,28.567,28.63,,,
4/06/2012,28.007,28.062,28.125,,,
5/06/2012,28.405,28.463,28.53,,,
6/06/2012,29.488,29.548,29.618,,,
7/06/2012,28.529,28.587,28.658,,,
8/06/2012,28.471,28.529,28.6,,,
11/06/2012,28.616,28.677,28.748,,,
12/06/2012,28.949,29.014,29.088,,,
13/06/2012,28.941,29.007,29.082,,,
14/06/2012,28.407,28.472,28.546,,,
15/06/2012,28.74,28.805,28.879,,,
18/06/2012,28.671,28.737,28.812,,,
19/06/2012,28.368,28.433,28.508,,,
20/06/2012,28.389,28.453,28.526,,,
21/06/2012,26.839,26.9,26.973,,,
22/06/2012,26.661,26.724,26.799,,,
25/06/2012,27.52,27.587,27.665,,,
26/06/2012,27.038,27.103,27.181,,,
27/06/2012,26.942,27,27.077,,,
28/06/2012,26.247,26.291,26.367,,,
29/06/2012,27.58,27.612,27.69,,,
2/07/2012,27.468,27.499,27.579,,,
3/07/2012,28.243,28.28,28.36,,,
5/07/2012,27.638,27.672,27.75,,,
6/07/2012,26.889,26.92,26.995,,,
9/07/2012,27.411,27.444,27.52,,,
10/07/2012,26.851,26.882,26.958,,,
11/07/2012,26.995,27.023,27.101,,,
12/07/2012,27.136,27.161,27.239,,,
13/07/2012,27.344,27.369,27.449,,,
16/07/2012,27.297,27.321,27.4,,,
17/07/2012,27.292,27.316,27.395,,,
18/07/2012,27.071,27.095,27.174,,,
19/07/2012,27.194,27.217,27.295,,,
20/07/2012,27.279,27.302,27.381,,,
23/07/2012,27.019,27.042,27.121,,,
24/07/2012,26.79,26.811,26.89,,,
25/07/2012,27.445,27.466,27.547,,,
26/07/2012,27.431,27.446,27.527,,,
27/07/2012,27.478,27.498,27.579,,,
30/07/2012,28.033,28.114,28.174,,,
31/07/2012,27.914,27.994,28.054,,,
1/08/2012,27.535,27.614,27.673,,,
2/08/2012,26.995,27.074,27.133,,,
3/08/2012,27.801,27.882,27.943,,,
6/08/2012,27.863,27.943,28.005,,,
7/08/2012,28.086,28.167,28.231,,,
8/08/2012,28.075,28.158,28.225,,,
9/08/2012,28.097,28.18,28.249,,,
10/08/2012,28.062,28.146,28.216,,,
13/08/2012,27.767,27.851,27.922,,,
14/08/2012,27.763,27.847,27.917,,,
15/08/2012,27.812,27.896,27.966,,,
16/08/2012,28.212,28.298,28.368,,,
17/08/2012,28.002,28.087,28.158,,,
20/08/2012,28.593,28.678,28.749,,,
21/08/2012,29.428,29.514,29.585,,,
22/08/2012,29.556,29.641,29.712,,,
23/08/2012,30.456,30.542,30.613,,,
24/08/2012,30.621,30.709,30.78,,,
27/08/2012,31.048,31.137,31.205,,,
28/08/2012,30.875,30.963,31.031,,,
29/08/2012,30.837,30.922,30.992,,,
30/08/2012,30.367,30.446,30.516,,,
31/08/2012,31.37,31.442,31.509,,,
4/09/2012,32.348,32.411,32.479,,,
5/09/2012,32.272,32.329,32.396,,,
6/09/2012,32.619,32.674,32.742,,,
7/09/2012,33.633,33.69,33.76,,,
10/09/2012,33.574,33.633,33.705,,,
11/09/2012,33.509,33.566,33.639,,,
12/09/2012,33.233,33.292,33.365,,,
13/09/2012,34.716,34.778,34.853,,,
14/09/2012,34.603,34.656,34.734,,,
17/09/2012,34.298,34.367,34.446,,,
18/09/2012,34.644,34.718,34.797,,,
19/09/2012,34.519,34.588,34.667,,,
20/09/2012,34.618,34.682,34.76,,,
21/09/2012,34.567,34.638,34.717,,,
24/09/2012,33.921,33.984,34.062,,,
25/09/2012,33.886,33.948,34.024,,,
26/09/2012,33.883,33.94,34.017,,,
27/09/2012,34.666,34.744,34.782,,,
28/09/2012,34.577,34.655,34.691,,,
1/10/2012,34.952,35.031,35.068,,,
2/10/2012,34.669,34.748,34.784,,,
3/10/2012,34.69,34.769,34.805,,,
4/10/2012,35.101,35.18,35.217,,,
5/10/2012,34.572,34.651,34.688,,,
8/10/2012,34.017,34.095,34.132,,,
9/10/2012,33.985,34.063,34.1,,,
10/10/2012,34.109,34.187,34.224,,,
11/10/2012,34.082,34.16,34.197,,,
12/10/2012,33.669,33.747,33.784,,,
15/10/2012,32.743,32.82,32.856,,,
16/10/2012,32.959,33.037,33.074,,,
17/10/2012,33.232,33.311,33.348,,,
18/10/2012,32.868,32.946,32.983,,,
19/10/2012,32.097,32.173,32.21,,,
22/10/2012,32.252,32.328,32.365,,,
23/10/2012,31.793,31.868,31.904,,,
24/10/2012,31.62,31.692,31.727,,,
25/10/2012,32.078,32.148,32.183,,,
26/10/2012,32.036,32.106,32.141,,,
29/10/2012,31.745,31.816,31.852,,,
30/10/2012,31.816,31.89,31.927,,,
31/10/2012,32.316,32.391,32.428,,,
1/11/2012,32.248,32.323,32.36,,,
2/11/2012,30.857,30.929,30.965,,,
5/11/2012,31.128,31.202,31.238,,,
6/11/2012,32.034,32.111,32.149,,,
7/11/2012,31.661,31.74,31.779,,,
8/11/2012,32.24,32.321,32.361,,,
9/11/2012,32.599,32.684,32.725,,,
12/11/2012,32.522,32.607,32.649,,,
13/11/2012,32.487,32.572,32.613,,,
14/11/2012,32.88,32.965,33.006,,,
15/11/2012,32.674,32.759,32.8,,,
16/11/2012,32.37,32.452,32.492,,,
19/11/2012,33.189,33.274,33.316,,,
20/11/2012,32.93,33.017,33.06,,,
21/11/2012,33.35,33.439,33.484,,,
23/11/2012,34.116,34.206,34.252,,,
26/11/2012,34.137,34.229,34.275,,,
27/11/2012,33.981,34.074,34.121,,,
28/11/2012,33.684,33.77,33.817,,,
29/11/2012,34.348,34.431,34.479,,,
30/11/2012,33.204,33.279,33.327,,,
3/12/2012,33.681,33.759,33.809,,,
4/12/2012,32.734,32.808,32.857,,,
5/12/2012,32.883,32.957,33.007,,,
6/12/2012,33.039,33.114,33.164,,,
7/12/2012,33.053,33.131,33.181,,,
10/12/2012,33.3,33.377,33.427,,,
11/12/2012,32.941,33.017,33.068,,,
12/12/2012,33.707,33.782,33.834,,,
13/12/2012,32.28,32.355,32.405,,,
14/12/2012,32.223,32.299,32.35,,,
17/12/2012,32.206,32.28,32.331,,,
18/12/2012,31.595,31.669,31.719,,,
19/12/2012,31.045,31.116,31.166,,,
20/12/2012,29.612,29.678,29.726,,,
21/12/2012,30.142,30.203,30.253,,,
24/12/2012,29.839,29.897,29.947,,,
26/12/2012,29.983,30.035,30.085,,,
27/12/2012,30.184,30.24,30.291,,,
28/12/2012,29.975,30.026,30.07,,,
31/12/2012,30.227,30.279,30.325,,,
2/01/2013,31.007,31.061,31.108,,,
3/01/2013,30.72,30.774,30.82,,,
4/01/2013,29.946,30.001,30.049,,,
7/01/2013,30.082,30.136,30.183,,,
8/01/2013,30.465,30.52,30.568,,,
9/01/2013,30.249,30.303,30.35,,,
10/01/2013,30.918,30.974,31.023,,,
11/01/2013,30.408,30.464,30.513,,,
14/01/2013,31.11,31.168,31.218,,,
15/01/2013,31.529,31.588,31.639,,,
16/01/2013,31.542,31.6,31.651,,,
17/01/2013,31.81,31.869,31.919,,,
18/01/2013,31.932,31.991,32.042,,,
22/01/2013,32.177,32.236,32.287,,,
23/01/2013,32.439,32.497,32.548,,,
24/01/2013,31.722,31.778,31.827,,,
25/01/2013,31.206,31.262,31.31,,,
28/01/2013,30.78,30.837,30.886,,,
29/01/2013,31.184,31.243,31.292,,,
30/01/2013,32.177,32.237,32.287,,,
31/01/2013,31.351,31.41,31.46,,,
1/02/2013,31.958,32.018,32.067,,,
4/02/2013,31.716,31.776,31.825,,,
5/02/2013,31.875,31.935,31.985,,,
6/02/2013,31.877,31.938,31.987,,,
7/02/2013,31.403,31.464,31.513,,,
