Date,SI1,SI2,SI3,,,
20/11/2015,14.096,14.126,14.156,,,
23/11/2015,14.032,14.061,14.09,,,
24/11/2015,14.159,14.188,14.218,,,
25/11/2015,14.158,14.175,14.205,,,
27/11/2015,14.008,14.048,14.078,,,
30/11/2015,14.05,14.086,14.117,,,
1/12/2015,14.055,14.083,14.113,,,
2/12/2015,13.979,14.009,14.039,,,
3/12/2015,14.053,14.077,14.108,,,
4/12/2015,14.505,14.528,14.561,,,
7/12/2015,14.307,14.332,14.365,,,
8/12/2015,14.091,14.116,14.148,,,
9/12/2015,14.164,14.189,14.221,,,
10/12/2015,14.085,14.11,14.142,,,
11/12/2015,13.859,13.884,13.916,,,
14/12/2015,13.666,13.695,13.726,,,
15/12/2015,13.74,13.77,13.801,,,
16/12/2015,14.218,14.248,14.281,,,
17/12/2015,13.683,13.703,13.734,,,
18/12/2015,14.08,14.096,14.128,,,
21/12/2015,14.301,14.315,14.348,,,
22/12/2015,14.302,14.314,14.345,,,
23/12/2015,14.277,14.287,14.319,,,
24/12/2015,14.369,14.379,14.411,,,
28/12/2015,13.873,13.884,13.916,,,
29/12/2015,13.917,13.928,13.96,,,
30/12/2015,13.842,13.874,13.908,,,
31/12/2015,13.803,13.834,13.867,,,
4/01/2016,13.841,13.872,13.904,,,
5/01/2016,13.971,14.002,14.034,,,
6/01/2016,13.976,14.006,14.037,,,
7/01/2016,14.344,14.374,14.405,,,
8/01/2016,13.918,13.948,13.98,,,
11/01/2016,13.866,13.893,13.923,,,
12/01/2016,13.751,13.779,13.81,,,
13/01/2016,14.156,14.185,14.214,,,
14/01/2016,13.748,13.776,13.804,,,
15/01/2016,13.896,13.923,13.95,,,
19/01/2016,14.121,14.147,14.175,,,
20/01/2016,14.16,14.184,14.21,,,
21/01/2016,14.094,14.118,14.143,,,
22/01/2016,14.057,14.08,14.104,,,
25/01/2016,14.254,14.28,14.305,,,
26/01/2016,14.564,14.587,14.61,,,
27/01/2016,14.459,14.482,14.507,,,
28/01/2016,14.232,14.257,14.282,,,
29/01/2016,14.243,14.267,14.291,,,
1/02/2016,14.343,14.369,14.395,,,
2/02/2016,14.289,14.315,14.34,,,
3/02/2016,14.734,14.761,14.786,,,
4/02/2016,14.85,14.877,14.902,,,
5/02/2016,14.778,14.804,14.829,,,
8/02/2016,15.426,15.451,15.476,,,
9/02/2016,15.449,15.473,15.498,,,
10/02/2016,15.282,15.302,15.326,,,
11/02/2016,15.794,15.813,15.836,,,
12/02/2016,15.79,15.812,15.837,,,
16/02/2016,15.334,15.358,15.383,,,
17/02/2016,15.377,15.402,15.427,,,
18/02/2016,15.432,15.461,15.488,,,
19/02/2016,15.373,15.404,15.431,,,
22/02/2016,15.184,15.221,15.248,,,
23/02/2016,15.24,15.28,15.308,,,
24/02/2016,15.297,15.332,15.359,,,
25/02/2016,15.17,15.199,15.227,,,
26/02/2016,14.689,14.714,14.743,,,
29/02/2016,14.896,14.918,14.948,,,
1/03/2016,14.733,14.756,14.786,,,
2/03/2016,15.003,15.022,15.055,,,
3/03/2016,15.131,15.146,15.18,,,
4/03/2016,15.681,15.694,15.729,,,
7/03/2016,15.623,15.633,15.668,,,
8/03/2016,15.384,15.39,15.423,,,
9/03/2016,15.355,15.366,15.398,,,
10/03/2016,15.546,15.549,15.583,,,
11/03/2016,15.607,15.605,15.639,,,
14/03/2016,15.518,15.521,15.555,,,
15/03/2016,15.255,15.261,15.293,,,
16/03/2016,15.214,15.219,15.252,,,
17/03/2016,16.022,16.033,16.067,,,
18/03/2016,15.806,15.811,15.844,,,
21/03/2016,15.841,15.847,15.882,,,
22/03/2016,15.877,15.885,15.922,,,
23/03/2016,15.263,15.272,15.309,,,
24/03/2016,15.191,15.199,15.236,,,
28/03/2016,15.194,15.19,15.228,,,
29/03/2016,15.237,15.233,15.271,,,
30/03/2016,15.211,15.249,15.286,,,
31/03/2016,15.464,15.502,15.538,,,
1/04/2016,15.046,15.083,15.119,,,
4/04/2016,14.944,14.982,15.018,,,
5/04/2016,15.116,15.155,15.191,,,
6/04/2016,15.054,15.092,15.127,,,
7/04/2016,15.158,15.196,15.231,,,
8/04/2016,15.384,15.422,15.457,,,
11/04/2016,15.976,16.014,16.05,,,
12/04/2016,16.222,16.26,16.297,,,
13/04/2016,16.325,16.364,16.401,,,
14/04/2016,16.173,16.211,16.248,,,
15/04/2016,16.313,16.352,16.389,,,
18/04/2016,16.253,16.293,16.331,,,
19/04/2016,16.972,17.014,17.054,,,
20/04/2016,17.135,17.183,17.225,,,
21/04/2016,17.09,17.141,17.185,,,
22/04/2016,16.9,16.95,16.994,,,
25/04/2016,17.009,17.059,17.102,,,
26/04/2016,17.11,17.159,17.202,,,
27/04/2016,17.289,17.335,17.379,,,
28/04/2016,17.553,17.588,17.63,,,
29/04/2016,17.789,17.819,17.864,,,
2/05/2016,17.656,17.682,17.73,,,
3/05/2016,17.474,17.499,17.546,,,
4/05/2016,17.277,17.301,17.348,,,
5/05/2016,17.302,17.327,17.374,,,
6/05/2016,17.507,17.527,17.574,,,
9/05/2016,17.07,17.089,17.135,,,
10/05/2016,17.075,17.092,17.139,,,
11/05/2016,17.302,17.319,17.368,,,
12/05/2016,17.087,17.103,17.152,,,
13/05/2016,17.115,17.132,17.181,,,
16/05/2016,17.142,17.154,17.203,,,
17/05/2016,17.235,17.25,17.298,,,
18/05/2016,17.12,17.132,17.18,,,
19/05/2016,16.479,16.493,16.54,,,
20/05/2016,16.519,16.532,16.58,,,
23/05/2016,16.41,16.423,16.472,,,
24/05/2016,16.238,16.254,16.303,,,
25/05/2016,16.255,16.261,16.311,,,
26/05/2016,16.338,16.343,16.393,,,
27/05/2016,16.269,16.319,16.385,,,
31/05/2016,15.994,16.043,16.11,,,
1/06/2016,15.927,15.977,16.044,,,
2/06/2016,16.025,16.075,16.141,,,
3/06/2016,16.365,16.415,16.48,,,
6/06/2016,16.447,16.497,16.563,,,
7/06/2016,16.394,16.444,16.511,,,
8/06/2016,16.985,17.036,17.104,,,
9/06/2016,17.268,17.32,17.391,,,
10/06/2016,17.33,17.382,17.453,,,
13/06/2016,17.443,17.495,17.566,,,
14/06/2016,17.424,17.475,17.545,,,
15/06/2016,17.503,17.553,17.624,,,
16/06/2016,17.607,17.658,17.728,,,
17/06/2016,17.411,17.461,17.53,,,
20/06/2016,17.514,17.567,17.636,,,
21/06/2016,17.319,17.374,17.444,,,
22/06/2016,17.312,17.367,17.437,,,
23/06/2016,17.353,17.41,17.481,,,
24/06/2016,17.789,17.839,17.909,,,
27/06/2016,17.744,17.786,17.855,,,
28/06/2016,17.843,17.889,17.958,,,
29/06/2016,18.362,18.407,18.478,,,
30/06/2016,18.582,18.623,18.694,,,
1/07/2016,19.544,19.588,19.663,,,
5/07/2016,19.866,19.907,19.983,,,
6/07/2016,20.16,20.203,20.281,,,
7/07/2016,19.798,19.838,19.916,,,
8/07/2016,20.058,20.099,20.177,,,
11/07/2016,20.264,20.304,20.384,,,
12/07/2016,20.13,20.171,20.254,,,
13/07/2016,20.37,20.413,20.498,,,
14/07/2016,20.281,20.322,20.407,,,
15/07/2016,20.125,20.165,20.25,,,
18/07/2016,20.044,20.075,20.16,,,
19/07/2016,19.975,20.007,20.091,,,
20/07/2016,19.582,19.613,19.696,,,
21/07/2016,19.784,19.815,19.9,,,
22/07/2016,19.657,19.689,19.774,,,
25/07/2016,19.615,19.647,19.733,,,
26/07/2016,19.655,19.683,19.771,,,
27/07/2016,19.965,19.995,20.084,,,
28/07/2016,20.192,20.283,20.373,,,
29/07/2016,20.347,20.443,20.537,,,
1/08/2016,20.5,20.604,20.704,,,
2/08/2016,20.701,20.81,20.915,,,
3/08/2016,20.471,20.58,20.683,,,
4/08/2016,20.443,20.553,20.657,,,
5/08/2016,19.817,19.93,20.034,,,
8/08/2016,19.805,19.921,20.029,,,
9/08/2016,19.85,19.969,20.081,,,
10/08/2016,20.17,20.291,20.405,,,
11/08/2016,20.02,20.142,20.257,,,
12/08/2016,19.703,19.824,19.937,,,
15/08/2016,19.847,19.965,20.075,,,
16/08/2016,19.874,19.992,20.102,,,
17/08/2016,19.648,19.766,19.876,,,
18/08/2016,19.74,19.868,19.983,,,
19/08/2016,19.317,19.449,19.566,,,
22/08/2016,18.859,18.998,19.117,,,
23/08/2016,18.922,19.065,19.186,,,
24/08/2016,18.556,18.688,18.806,,,
25/08/2016,18.489,18.615,18.728,,,
26/08/2016,18.651,18.745,18.854,,,
29/08/2016,18.768,18.859,18.967,,,
30/08/2016,18.577,18.673,18.781,,,
31/08/2016,18.622,18.707,18.814,,,
1/09/2016,18.857,18.943,19.048,,,
2/09/2016,19.276,19.366,19.471,,,
6/09/2016,20.049,20.138,20.247,,,
7/09/2016,19.759,19.848,19.956,,,
8/09/2016,19.591,19.678,19.785,,,
9/09/2016,19.282,19.368,19.475,,,
12/09/2016,18.915,19,19.105,,,
13/09/2016,18.89,18.975,19.08,,,
14/09/2016,18.982,19.066,19.171,,,
15/09/2016,18.959,19.041,19.146,,,
16/09/2016,18.781,18.862,18.966,,,
19/09/2016,19.206,19.29,19.395,,,
20/09/2016,19.195,19.277,19.382,,,
21/09/2016,19.686,19.768,19.874,,,
22/09/2016,20.02,20.099,20.209,,,
23/09/2016,19.733,19.81,19.921,,,
26/09/2016,19.516,19.596,19.711,,,
27/09/2016,19.087,19.165,19.28,,,
28/09/2016,19.044,19.121,19.238,,,
29/09/2016,19.188,19.305,19.379,,,
30/09/2016,19.214,19.329,19.403,,,
3/10/2016,18.868,18.982,19.055,,,
4/10/2016,17.775,17.882,17.953,,,
5/10/2016,17.695,17.802,17.873,,,
6/10/2016,17.345,17.451,17.522,,,
7/10/2016,17.38,17.487,17.558,,,
10/10/2016,17.659,17.769,17.841,,,
11/10/2016,17.509,17.618,17.688,,,
12/10/2016,17.505,17.615,17.684,,,
13/10/2016,17.458,17.571,17.638,,,
14/10/2016,17.441,17.555,17.622,,,
17/10/2016,17.474,17.589,17.656,,,
18/10/2016,17.638,17.758,17.828,,,
19/10/2016,17.663,17.782,17.85,,,
20/10/2016,17.549,17.666,17.733,,,
21/10/2016,17.493,17.61,17.677,,,
24/10/2016,17.604,17.719,17.785,,,
25/10/2016,17.78,17.895,17.959,,,
26/10/2016,17.626,17.739,17.801,,,
27/10/2016,17.639,17.754,17.81,,,
28/10/2016,17.796,17.912,17.969,,,
31/10/2016,17.796,17.914,17.972,,,
1/11/2016,18.418,18.541,18.603,,,
2/11/2016,18.693,18.819,18.883,,,
3/11/2016,18.416,18.542,18.608,,,
4/11/2016,18.371,18.499,18.567,,,
7/11/2016,18.151,18.277,18.345,,,
8/11/2016,18.356,18.481,18.548,,,
9/11/2016,18.378,18.499,18.565,,,
10/11/2016,18.737,18.851,18.916,,,
11/11/2016,17.382,17.478,17.54,,,
14/11/2016,16.893,16.99,17.051,,,
15/11/2016,17.043,17.143,17.206,,,
16/11/2016,16.927,17.03,17.093,,,
17/11/2016,16.772,16.875,16.941,,,
18/11/2016,16.624,16.721,16.787,,,
21/11/2016,16.521,16.621,16.687,,,
22/11/2016,16.632,16.735,16.801,,,
23/11/2016,16.391,16.485,16.55,,,
25/11/2016,16.47,16.554,16.619,,,
28/11/2016,16.583,16.675,16.742,,,
29/11/2016,16.661,16.74,16.807,,,
30/11/2016,16.406,16.482,16.547,,,
1/12/2016,16.427,16.506,16.571,,,
2/12/2016,16.753,16.832,16.897,,,
5/12/2016,16.824,16.899,16.96,,,
6/12/2016,16.74,16.81,16.869,,,
7/12/2016,17.203,17.275,17.335,,,
8/12/2016,17.025,17.096,17.155,,,
9/12/2016,16.897,16.967,17.026,,,
12/12/2016,17.116,17.187,17.245,,,
13/12/2016,16.911,16.977,17.034,,,
14/12/2016,17.152,17.221,17.277,,,
15/12/2016,15.897,15.958,16.01,,,
16/12/2016,16.153,16.215,16.267,,,
19/12/2016,16.026,16.089,16.141,,,
20/12/2016,16.054,16.117,16.169,,,
21/12/2016,15.918,15.979,16.032,,,
22/12/2016,15.815,15.871,15.922,,,
23/12/2016,15.704,15.759,15.81,,,
27/12/2016,15.929,15.989,16.04,,,
28/12/2016,15.988,16.038,16.09,,,
29/12/2016,16.218,16.273,16.324,,,
30/12/2016,15.989,16.042,16.092,,,
3/01/2017,16.409,16.463,16.512,,,
4/01/2017,16.552,16.607,16.657,,,
5/01/2017,16.637,16.692,16.742,,,
6/01/2017,16.519,16.574,16.624,,,
9/01/2017,16.683,16.739,16.793,,,
10/01/2017,16.848,16.909,16.968,,,
11/01/2017,16.828,16.892,16.955,,,
12/01/2017,16.825,16.889,16.951,,,
13/01/2017,16.765,16.826,16.887,,,
17/01/2017,17.148,17.209,17.271,,,
18/01/2017,17.274,17.335,17.396,,,
19/01/2017,17.002,17.06,17.119,,,
20/01/2017,17.032,17.091,17.15,,,
23/01/2017,17.186,17.247,17.307,,,
24/01/2017,17.185,17.245,17.305,,,
25/01/2017,16.98,17.04,17.099,,,
26/01/2017,16.85,16.911,16.97,,,
27/01/2017,17.136,17.198,17.258,,,
30/01/2017,17.152,17.217,17.279,,,
31/01/2017,17.543,17.61,17.672,,,
1/02/2017,17.45,17.517,17.58,,,
2/02/2017,17.429,17.497,17.561,,,
3/02/2017,17.479,17.547,17.611,,,
6/02/2017,17.693,17.761,17.825,,,
7/02/2017,17.756,17.825,17.889,,,
8/02/2017,17.705,17.774,17.839,,,
9/02/2017,17.741,17.808,17.873,,,
10/02/2017,17.933,17.999,18.063,,,
13/02/2017,17.821,17.888,17.953,,,
14/02/2017,17.889,17.958,18.024,,,
15/02/2017,17.963,18.033,18.1,,,
16/02/2017,18.074,18.146,18.214,,,
17/02/2017,18.03,18.103,18.171,,,
21/02/2017,18.001,18.074,18.143,,,
22/02/2017,17.95,18.022,18.091,,,
23/02/2017,18.117,18.185,18.252,,,
24/02/2017,18.339,18.406,18.474,,,
27/02/2017,18.354,18.417,18.483,,,
28/02/2017,18.42,18.469,18.535,,,
1/03/2017,18.443,18.489,18.555,,,
2/03/2017,17.705,17.748,17.813,,,
3/03/2017,17.697,17.74,17.806,,,
6/03/2017,17.725,17.773,17.84,,,
7/03/2017,17.492,17.536,17.601,,,
8/03/2017,17.257,17.298,17.363,,,
9/03/2017,16.993,17.036,17.101,,,
10/03/2017,16.883,16.923,16.988,,,
13/03/2017,16.935,16.972,17.037,,,
14/03/2017,16.888,16.923,16.989,,,
15/03/2017,16.888,16.923,16.989,,,
16/03/2017,17.296,17.33,17.4,,,
17/03/2017,17.379,17.413,17.483,,,
20/03/2017,17.403,17.438,17.509,,,
21/03/2017,17.55,17.583,17.655,,,
22/03/2017,17.545,17.578,17.651,,,
23/03/2017,17.563,17.593,17.666,,,
24/03/2017,17.72,17.748,17.821,,,
27/03/2017,18.08,18.108,18.182,,,
28/03/2017,18.225,18.252,18.327,,,
29/03/2017,18.228,18.252,18.327,,,
30/03/2017,18.206,18.281,18.35,,,
31/03/2017,18.256,18.332,18.4,,,
3/04/2017,18.212,18.288,18.356,,,
4/04/2017,18.323,18.399,18.467,,,
5/04/2017,18.187,18.262,18.33,,,
6/04/2017,18.246,18.321,18.39,,,
7/04/2017,18.151,18.227,18.296,,,
10/04/2017,17.915,17.99,18.059,,,
11/04/2017,18.254,18.329,18.398,,,
12/04/2017,18.3,18.375,18.445,,,
13/04/2017,18.51,18.585,18.655,,,
17/04/2017,18.514,18.59,18.661,,,
18/04/2017,18.272,18.35,18.421,,,
19/04/2017,18.162,18.24,18.313,,,
20/04/2017,18.018,18.098,18.172,,,
21/04/2017,17.856,17.937,18.012,,,
24/04/2017,17.858,17.932,18.008,,,
25/04/2017,17.591,17.659,17.735,,,
26/04/2017,17.363,17.431,17.507,,,
27/04/2017,17.265,17.334,17.408,,,
28/04/2017,17.191,17.262,17.336,,,
1/05/2017,16.78,16.842,16.913,,,
2/05/2017,16.769,16.831,16.902,,,
3/05/2017,16.487,16.546,16.616,,,
4/05/2017,16.244,16.303,16.373,,,
5/05/2017,16.215,16.274,16.344,,,
8/05/2017,16.199,16.258,16.328,,,
9/05/2017,16.008,16.067,16.136,,,
10/05/2017,16.151,16.207,16.277,,,
11/05/2017,16.209,16.265,16.334,,,
12/05/2017,16.346,16.402,16.471,,,
15/05/2017,16.561,16.603,16.672,,,
16/05/2017,16.693,16.747,16.818,,,
17/05/2017,16.852,16.906,16.978,,,
18/05/2017,16.621,16.67,16.742,,,
19/05/2017,16.75,16.796,16.867,,,
22/05/2017,17.143,17.191,17.262,,,
23/05/2017,17.091,17.139,17.21,,,
24/05/2017,17.077,17.117,17.189,,,
25/05/2017,17.152,17.193,17.266,,,
26/05/2017,17.283,17.323,17.398,,,
30/05/2017,17.427,17.502,17.603,,,
31/05/2017,17.406,17.481,17.581,,,
1/06/2017,17.281,17.356,17.456,,,
2/06/2017,17.525,17.6,17.7,,,
5/06/2017,17.581,17.657,17.757,,,
6/06/2017,17.71,17.787,17.886,,,
7/06/2017,17.62,17.697,17.799,,,
8/06/2017,17.414,17.49,17.593,,,
9/06/2017,17.223,17.299,17.404,,,
12/06/2017,16.944,17.017,17.123,,,
13/06/2017,16.767,16.839,16.946,,,
14/06/2017,17.136,17.208,17.315,,,
15/06/2017,16.716,16.782,16.888,,,
16/06/2017,16.661,16.721,16.826,,,
19/06/2017,16.502,16.565,16.672,,,
20/06/2017,16.417,16.476,16.583,,,
21/06/2017,16.374,16.434,16.54,,,
22/06/2017,16.509,16.573,16.679,,,
23/06/2017,16.647,16.707,16.812,,,
26/06/2017,16.572,16.631,16.736,,,
27/06/2017,16.588,16.651,16.756,,,
28/06/2017,16.727,16.791,16.896,,,
29/06/2017,16.586,16.654,16.759,,,
30/06/2017,16.568,16.627,16.732,,,
3/07/2017,16.037,16.092,16.196,,,
5/07/2017,15.842,15.896,15.998,,,
6/07/2017,15.927,15.983,16.085,,,
7/07/2017,15.371,15.425,15.525,,,
10/07/2017,15.577,15.629,15.728,,,
11/07/2017,15.697,15.745,15.842,,,
12/07/2017,15.839,15.887,15.985,,,
13/07/2017,15.642,15.691,15.787,,,
14/07/2017,15.884,15.933,16.029,,,
17/07/2017,16.05,16.099,16.196,,,
18/07/2017,16.222,16.268,16.365,,,
19/07/2017,16.251,16.297,16.393,,,
20/07/2017,16.299,16.345,16.441,,,
21/07/2017,16.41,16.457,16.553,,,
24/07/2017,16.398,16.443,16.54,,,
25/07/2017,16.497,16.542,16.64,,,
26/07/2017,16.415,16.459,16.556,,,
27/07/2017,16.529,16.573,16.67,,,
28/07/2017,16.695,16.793,16.891,,,
31/07/2017,16.786,16.884,16.984,,,
1/08/2017,16.764,16.862,16.961,,,
2/08/2017,16.733,16.83,16.93,,,
3/08/2017,16.63,16.725,16.824,,,
4/08/2017,16.252,16.344,16.44,,,
7/08/2017,16.251,16.339,16.433,,,
8/08/2017,16.389,16.475,16.566,,,
9/08/2017,16.863,16.948,17.037,,,
10/08/2017,17.065,17.152,17.243,,,
11/08/2017,17.07,17.156,17.247,,,
14/08/2017,17.122,17.208,17.298,,,
15/08/2017,16.714,16.801,16.891,,,
16/08/2017,16.94,17.026,17.116,,,
17/08/2017,17.053,17.14,17.231,,,
18/08/2017,17,17.087,17.179,,,
21/08/2017,17.015,17.096,17.187,,,
22/08/2017,16.982,17.06,17.15,,,
23/08/2017,17.046,17.126,17.215,,,
24/08/2017,16.963,17.046,17.137,,,
25/08/2017,17.049,17.132,17.223,,,
28/08/2017,17.441,17.529,17.622,,,
29/08/2017,17.426,17.516,17.608,,,
30/08/2017,17.404,17.503,17.597,,,
31/08/2017,17.48,17.575,17.667,,,
1/09/2017,17.719,17.816,17.909,,,
5/09/2017,17.845,17.941,18.035,,,
6/09/2017,17.816,17.91,18.004,,,
7/09/2017,18.016,18.116,18.209,,,
8/09/2017,18.027,18.123,18.217,,,
11/09/2017,17.807,17.902,17.997,,,
12/09/2017,17.795,17.89,17.987,,,
13/09/2017,17.772,17.867,17.967,,,
14/09/2017,17.698,17.789,17.891,,,
15/09/2017,17.611,17.701,17.803,,,
18/09/2017,17.071,17.156,17.255,,,
19/09/2017,17.195,17.279,17.377,,,
20/09/2017,17.251,17.334,17.431,,,
21/09/2017,16.937,17.018,17.113,,,
22/09/2017,16.903,16.984,17.079,,,
25/09/2017,17.059,17.147,17.242,,,
26/09/2017,16.804,16.883,16.977,,,
27/09/2017,16.748,16.827,16.922,,,
28/09/2017,16.847,16.942,17.007,,,
29/09/2017,16.676,16.771,16.837,,,
2/10/2017,16.654,16.75,16.815,,,
3/10/2017,16.65,16.745,16.808,,,
4/10/2017,16.624,16.719,16.782,,,
5/10/2017,16.638,16.732,16.795,,,
6/10/2017,16.79,16.885,16.949,,,
9/10/2017,16.971,17.066,17.13,,,
10/10/2017,17.207,17.304,17.37,,,
11/10/2017,17.133,17.23,17.296,,,
12/10/2017,17.266,17.364,17.43,,,
13/10/2017,17.411,17.509,17.574,,,
16/10/2017,17.369,17.465,17.529,,,
17/10/2017,17.041,17.136,17.2,,,
18/10/2017,16.997,17.092,17.156,,,
19/10/2017,17.255,17.351,17.414,,,
20/10/2017,17.078,17.174,17.237,,,
23/10/2017,17.075,17.172,17.236,,,
24/10/2017,16.966,17.063,17.127,,,
25/10/2017,16.925,17.023,17.087,,,
26/10/2017,16.811,16.909,16.973,,,
27/10/2017,16.752,16.85,16.912,,,
30/10/2017,16.847,16.945,17.007,,,
31/10/2017,16.693,16.79,16.852,,,
1/11/2017,17.176,17.274,17.337,,,
2/11/2017,17.137,17.234,17.297,,,
3/11/2017,16.834,16.93,16.993,,,
6/11/2017,17.235,17.332,17.395,,,
7/11/2017,16.94,17.037,17.102,,,
8/11/2017,17.138,17.235,17.3,,,
9/11/2017,16.975,17.071,17.135,,,
10/11/2017,16.871,16.965,17.028,,,
13/11/2017,17.047,17.141,17.205,,,
14/11/2017,17.073,17.167,17.231,,,
15/11/2017,16.971,17.066,17.13,,,
16/11/2017,17.072,17.168,17.232,,,
17/11/2017,17.373,17.471,17.537,,,
20/11/2017,16.842,16.941,17.006,,,
21/11/2017,16.96,17.062,17.128,,,
22/11/2017,17.112,17.216,17.284,,,
24/11/2017,16.992,17.093,17.163,,,
27/11/2017,17.02,17.119,17.188,,,
28/11/2017,16.822,16.918,16.986,,,
29/11/2017,16.457,16.561,16.631,,,
30/11/2017,16.382,16.474,16.544,,,
1/12/2017,16.297,16.388,16.458,,,
4/12/2017,16.284,16.373,16.443,,,
5/12/2017,15.973,16.068,16.138,,,
6/12/2017,15.868,15.955,16.024,,,
7/12/2017,15.715,15.802,15.87,,,
8/12/2017,15.736,15.823,15.892,,,
11/12/2017,15.697,15.785,15.854,,,
12/12/2017,15.582,15.668,15.736,,,
13/12/2017,15.784,15.869,15.938,,,
14/12/2017,15.85,15.934,16.003,,,
15/12/2017,15.978,16.063,16.132,,,
18/12/2017,16.12,16.205,16.274,,,
19/12/2017,16.066,16.153,16.223,,,
20/12/2017,16.188,16.275,16.351,,,
21/12/2017,16.152,16.239,16.314,,,
22/12/2017,16.357,16.444,16.519,,,
26/12/2017,16.52,16.604,16.679,,,
27/12/2017,16.619,16.756,16.832,,,
28/12/2017,16.923,16.998,17.071,,,
29/12/2017,17.145,17.221,17.294,,,
2/01/2018,17.206,17.282,17.353,,,
3/01/2018,17.267,17.344,17.417,,,
4/01/2018,17.269,17.346,17.422,,,
5/01/2018,17.285,17.365,17.445,,,
8/01/2018,17.144,17.224,17.304,,,
9/01/2018,17.01,17.09,17.171,,,
10/01/2018,17.035,17.116,17.199,,,
11/01/2018,16.966,17.047,17.13,,,
12/01/2018,17.141,17.224,17.311,,,
16/01/2018,17.189,17.274,17.362,,,
17/01/2018,17.166,17.251,17.34,,,
18/01/2018,16.954,17.039,17.128,,,
19/01/2018,17.036,17.12,17.208,,,
22/01/2018,16.989,17.075,17.164,,,
23/01/2018,16.913,16.999,17.088,,,
24/01/2018,17.489,17.577,17.668,,,
25/01/2018,17.615,17.703,17.795,,,
26/01/2018,17.441,17.527,17.617,,,
29/01/2018,17.127,17.213,17.303,,,
30/01/2018,17.058,17.144,17.235,,,
31/01/2018,17.241,17.33,17.422,,,
1/02/2018,17.155,17.244,17.336,,,
2/02/2018,16.709,16.795,16.887,,,
5/02/2018,16.671,16.757,16.849,,,
6/02/2018,16.58,16.666,16.757,,,
7/02/2018,16.238,16.322,16.41,,,
8/02/2018,16.341,16.425,16.512,,,
9/02/2018,16.139,16.221,16.308,,,
12/02/2018,16.57,16.651,16.737,,,
13/02/2018,16.528,16.609,16.694,,,
14/02/2018,16.878,16.959,17.044,,,
15/02/2018,16.796,16.879,16.966,,,
16/02/2018,16.712,16.796,16.884,,,
20/02/2018,16.438,16.513,16.599,,,
21/02/2018,16.617,16.678,16.768,,,
22/02/2018,16.587,16.638,16.728,,,
23/02/2018,16.484,16.549,16.64,,,
26/02/2018,16.55,16.622,16.713,,,
27/02/2018,16.346,16.434,16.527,,,
28/02/2018,16.324,16.407,16.499,,,
1/03/2018,16.2,16.276,16.367,,,
2/03/2018,16.392,16.466,16.559,,,
5/03/2018,16.338,16.412,16.503,,,
6/03/2018,16.715,16.784,16.872,,,
7/03/2018,16.428,16.494,16.582,,,
8/03/2018,16.436,16.5,16.588,,,
9/03/2018,16.546,16.608,16.699,,,
12/03/2018,16.471,16.536,16.626,,,
13/03/2018,16.559,16.627,16.717,,,
14/03/2018,16.467,16.537,16.626,,,
15/03/2018,16.353,16.422,16.507,,,
16/03/2018,16.202,16.272,16.357,,,
19/03/2018,16.255,16.325,16.41,,,
20/03/2018,16.125,16.185,16.27,,,
21/03/2018,16.357,16.419,16.506,,,
22/03/2018,16.328,16.387,16.474,,,
23/03/2018,16.53,16.582,16.671,,,
26/03/2018,16.632,16.684,16.774,,,
27/03/2018,16.489,16.541,16.631,,,
28/03/2018,16.253,16.341,16.44,,,
29/03/2018,16.268,16.354,16.452,,,
2/04/2018,16.672,16.759,16.857,,,
3/04/2018,16.392,16.474,16.57,,,
4/04/2018,16.254,16.333,16.428,,,
5/04/2018,16.355,16.434,16.526,,,
6/04/2018,16.362,16.442,16.534,,,
9/04/2018,16.529,16.605,16.693,,,
10/04/2018,16.596,16.664,16.748,,,
11/04/2018,16.768,16.834,16.919,,,
12/04/2018,16.473,16.539,16.625,,,
13/04/2018,16.658,16.723,16.811,,,
16/04/2018,16.677,16.738,16.824,,,
17/04/2018,16.787,16.845,16.93,,,
18/04/2018,17.248,17.315,17.401,,,
19/04/2018,17.239,17.305,17.391,,,
20/04/2018,17.163,17.221,17.307,,,
23/04/2018,16.587,16.658,16.745,,,
24/04/2018,16.703,16.787,16.874,,,
25/04/2018,16.502,16.577,16.666,,,
26/04/2018,16.491,16.567,16.657,,,
27/04/2018,16.406,16.497,16.584,,,
30/04/2018,16.312,16.401,16.486,,,
1/05/2018,16.039,16.127,16.211,,,
2/05/2018,16.291,16.375,16.459,,,
3/05/2018,16.362,16.447,16.532,,,
4/05/2018,16.434,16.519,16.605,,,
7/05/2018,16.413,16.495,16.582,,,
8/05/2018,16.388,16.472,16.56,,,
9/05/2018,16.458,16.539,16.628,,,
10/05/2018,16.68,16.759,16.849,,,
11/05/2018,16.676,16.752,16.842,,,
14/05/2018,16.57,16.645,16.733,,,
15/05/2018,16.194,16.269,16.355,,,
16/05/2018,16.297,16.371,16.458,,,
17/05/2018,16.413,16.481,16.568,,,
18/05/2018,16.387,16.455,16.541,,,
21/05/2018,16.452,16.52,16.603,,,
22/05/2018,16.508,16.575,16.658,,,
23/05/2018,16.338,16.405,16.49,,,
24/05/2018,16.621,16.687,16.772,,,
25/05/2018,16.481,16.546,16.631,,,
29/05/2018,16.305,16.373,16.459,,,
30/05/2018,16.544,16.63,16.764,,,
31/05/2018,16.458,16.543,16.676,,,
