Date,KC1,KC2,KC3,,,
3/01/2005,103.1,105.25,106.95,,,
4/01/2005,101.45,103.7,105.4,,,
5/01/2005,98.5,100.7,102.45,,,
6/01/2005,96.8,99.1,101,,,
7/01/2005,96.25,98.55,100.45,,,
10/01/2005,95.6,97.9,99.85,,,
11/01/2005,95.65,97.95,99.9,,,
12/01/2005,98.85,101.15,103.1,,,
13/01/2005,101.1,103.35,105.25,,,
14/01/2005,100.1,102.35,104.25,,,
18/01/2005,104.4,106.6,108.5,,,
19/01/2005,104.1,106.3,108.2,,,
20/01/2005,102,104.25,106.15,,,
21/01/2005,103.25,105.5,107.4,,,
24/01/2005,104.65,106.9,108.9,,,
25/01/2005,105.75,108.1,110.1,,,
26/01/2005,105.1,107.45,109.45,,,
27/01/2005,103.2,105.55,107.55,,,
28/01/2005,105.3,107.65,109.65,,,
31/01/2005,105.35,107.7,109.7,,,
1/02/2005,105.8,108.2,110.2,,,
2/02/2005,104.9,107.3,109.35,,,
3/02/2005,105.3,107.7,109.75,,,
4/02/2005,110.5,112.9,114.9,,,
7/02/2005,112.75,115.2,117.2,,,
8/02/2005,111.7,114.2,116.2,,,
9/02/2005,112.45,115.05,117.05,,,
10/02/2005,113.85,116.5,118.5,,,
11/02/2005,113.45,116.2,118.25,,,
14/02/2005,112.4,115.4,117.45,,,
15/02/2005,117.8,120.6,122.65,,,
16/02/2005,116.85,119.5,121.55,,,
17/02/2005,117.05,119.5,121.65,,,
18/02/2005,118.05,120.3,122.45,,,
22/02/2005,115.1,117.25,119.5,,,
23/02/2005,121.55,123.65,125.75,,,
24/02/2005,119.2,121.4,123.7,,,
25/02/2005,115.25,117.4,119.7,,,
28/02/2005,119.15,121.55,123.95,,,
1/03/2005,119.05,121.45,123.85,,,
2/03/2005,119.35,121.55,123.95,,,
3/03/2005,120.9,123.05,125.45,,,
4/03/2005,121.85,124.05,126.45,,,
7/03/2005,128,130.2,132.6,,,
8/03/2005,130.65,132.85,135.2,,,
9/03/2005,129.5,131.75,134.1,,,
10/03/2005,135.75,138.1,140.45,,,
11/03/2005,134.45,136.65,139.05,,,
14/03/2005,132.5,134.7,137.1,,,
15/03/2005,135,136.9,139.35,,,
16/03/2005,134.6,136.35,138.8,,,
17/03/2005,135.1,136.1,138.6,,,
18/03/2005,131.6,133.2,135.7,,,
21/03/2005,130.65,133.2,135.55,,,
22/03/2005,131.35,133.95,136.3,,,
23/03/2005,125.25,127.85,130.2,,,
24/03/2005,120.9,123.6,125.95,,,
28/03/2005,122.35,125.05,127.4,,,
29/03/2005,122.05,124.8,127.15,,,
30/03/2005,125,127.8,130.15,,,
31/03/2005,126.4,129.25,131.6,,,
1/04/2005,123.95,126.8,129.2,,,
4/04/2005,123.05,125.95,128.4,,,
5/04/2005,126.1,129,131.45,,,
6/04/2005,124.7,127.65,130.1,,,
7/04/2005,121.95,124.95,127.4,,,
8/04/2005,116.85,119.85,122.35,,,
11/04/2005,113.5,116.45,118.95,,,
12/04/2005,114.85,117.85,120.3,,,
13/04/2005,114.6,117.65,120.1,,,
14/04/2005,111.05,114.1,116.5,,,
15/04/2005,112.55,115.65,118.05,,,
18/04/2005,111.95,115.15,117.65,,,
19/04/2005,118,121.35,123.9,,,
20/04/2005,121.85,124.85,127.4,,,
21/04/2005,119.75,122.75,125.4,,,
22/04/2005,124.8,127.8,130.35,,,
25/04/2005,124.4,127.35,129.85,,,
26/04/2005,129.6,132.45,134.95,,,
27/04/2005,130.45,133.35,135.9,,,
28/04/2005,128,130.9,133.45,,,
29/04/2005,125.15,127.95,130.6,,,
2/05/2005,120.7,123.55,126.3,,,
3/05/2005,119.1,121.9,124.65,,,
4/05/2005,122.7,125.45,128.35,,,
5/05/2005,120.35,122.95,125.85,,,
6/05/2005,121.9,124.5,127.35,,,
9/05/2005,121.45,123.95,126.85,,,
10/05/2005,119.15,121.6,124.5,,,
11/05/2005,122.15,124.75,127.65,,,
12/05/2005,119.9,122.5,125.4,,,
13/05/2005,119,121.5,124.4,,,
16/05/2005,113.75,116.25,119.15,,,
17/05/2005,115.7,118.2,121.05,,,
18/05/2005,116.05,118.4,121.25,,,
19/05/2005,116.8,119.7,123.35,,,
20/05/2005,117,120,123.75,,,
23/05/2005,118.15,121.15,124.9,,,
24/05/2005,119.65,122.7,126.45,,,
25/05/2005,122.4,125.5,129.25,,,
26/05/2005,123.7,126.8,130.5,,,
27/05/2005,121.9,125.05,128.75,,,
31/05/2005,118.35,121.55,125.3,,,
1/06/2005,118.05,121.25,125.05,,,
2/06/2005,122,125.3,129,,,
3/06/2005,125.55,128.85,132.4,,,
6/06/2005,124.1,127.35,130.85,,,
7/06/2005,125.75,129,132.5,,,
8/06/2005,121.4,124.75,128.35,,,
9/06/2005,116.4,119.75,123.35,,,
10/06/2005,113,116.35,119.95,,,
13/06/2005,109.75,113.15,116.75,,,
14/06/2005,110.75,114.25,117.85,,,
15/06/2005,111.15,114.6,118.15,,,
16/06/2005,109.55,112.95,116.5,,,
17/06/2005,107.6,110.9,114.45,,,
20/06/2005,109,112.35,116.2,,,
21/06/2005,107.75,111.2,115.1,,,
22/06/2005,110.8,114.25,118.1,,,
23/06/2005,108.4,111.45,115.3,,,
24/06/2005,105.45,108.5,112.45,,,
27/06/2005,102.7,105.7,109.55,,,
28/06/2005,104.3,107.5,111.35,,,
29/06/2005,103.1,106.45,110.3,,,
30/06/2005,104.65,108.05,111.9,,,
1/07/2005,102.1,105.3,109.05,,,
5/07/2005,102.2,105.3,109.1,,,
6/07/2005,104.65,107.4,111.25,,,
7/07/2005,104.5,107.15,111.05,,,
8/07/2005,104.15,106.9,110.95,,,
11/07/2005,101.75,104.55,108.75,,,
12/07/2005,102.35,104.9,109.15,,,
13/07/2005,102.5,104.9,109.15,,,
14/07/2005,106.15,108.55,112.8,,,
15/07/2005,103.25,105.5,109.85,,,
18/07/2005,97.85,100.1,104.55,,,
19/07/2005,94.15,96.55,101,,,
20/07/2005,98.45,102.9,106.65,,,
21/07/2005,98.9,103.3,106.95,,,
22/07/2005,99.45,103.85,107.5,,,
25/07/2005,102.1,106.4,110,,,
26/07/2005,101.85,106.25,109.95,,,
27/07/2005,99.35,103.7,107.35,,,
28/07/2005,101.8,106.05,109.6,,,
29/07/2005,103.15,107.65,111.35,,,
1/08/2005,102.15,106.65,110.45,,,
2/08/2005,106.6,111.1,115,,,
3/08/2005,105.75,110.3,114.2,,,
4/08/2005,106.25,110.8,114.65,,,
5/08/2005,105.35,109.95,113.7,,,
8/08/2005,102.3,106.95,110.85,,,
9/08/2005,102.6,107.35,111.2,,,
10/08/2005,105.7,110.5,114.4,,,
11/08/2005,106.75,111.5,115.35,,,
12/08/2005,104.9,109.55,113.4,,,
15/08/2005,96.15,100.9,104.9,,,
16/08/2005,96.9,101.45,105.45,,,
17/08/2005,97.75,102.35,106.45,,,
18/08/2005,95.3,99.8,103.9,,,
19/08/2005,96.1,100.5,104.5,,,
22/08/2005,96.35,100.7,104.55,,,
23/08/2005,98.95,102.75,106.45,,,
24/08/2005,96.15,100,103.8,,,
25/08/2005,93.15,97,100.9,,,
26/08/2005,91.65,95.7,99.7,,,
29/08/2005,92.6,95.75,99.5,,,
30/08/2005,94.5,98,101.45,,,
31/08/2005,97.75,101.05,104.35,,,
1/09/2005,101.95,104.95,108.05,,,
2/09/2005,100,103.05,106.2,,,
6/09/2005,97.45,100.75,103.95,,,
7/09/2005,91.5,94.75,98.35,,,
8/09/2005,92.7,95.95,99.45,,,
9/09/2005,92.2,95.45,98.9,,,
12/09/2005,89.05,92.15,95.8,,,
13/09/2005,88.65,91.9,95.55,,,
14/09/2005,91.4,94.65,98.3,,,
15/09/2005,89.35,92.25,95.9,,,
16/09/2005,88.2,90.2,93.8,,,
19/09/2005,84.45,86.45,90.1,,,
20/09/2005,91.75,92.5,96.05,,,
21/09/2005,91.1,94.7,96.8,,,
22/09/2005,92.3,95.7,97.75,,,
23/09/2005,91.5,94.85,96.95,,,
26/09/2005,87.65,91.25,93.4,,,
27/09/2005,88.15,91.7,93.85,,,
28/09/2005,92.9,96.3,98.4,,,
29/09/2005,92.95,96.25,98.35,,,
30/09/2005,93.45,96.8,98.9,,,
3/10/2005,92.85,96.2,98.3,,,
4/10/2005,92.7,95.9,97.95,,,
5/10/2005,93.7,96.95,99,,,
6/10/2005,93.5,96.8,98.85,,,
7/10/2005,94.85,98.1,100.2,,,
10/10/2005,98.9,102.1,104.15,,,
11/10/2005,100.75,103.9,105.9,,,
12/10/2005,101.3,104.4,106.3,,,
13/10/2005,100.35,103.45,105.35,,,
14/10/2005,99.65,102.65,104.5,,,
17/10/2005,104.1,106.7,108.2,,,
18/10/2005,104.65,107.4,109,,,
19/10/2005,104.05,106.95,108.6,,,
20/10/2005,105.7,108.6,110.2,,,
21/10/2005,103.45,106.55,108.25,,,
24/10/2005,103.15,106.25,107.95,,,
25/10/2005,103.7,106.75,108.5,,,
26/10/2005,101.7,104.95,106.75,,,
27/10/2005,100.15,103.4,105.25,,,
28/10/2005,98.35,101.7,103.55,,,
31/10/2005,96.65,100.2,102.1,,,
1/11/2005,97.1,100.65,102.55,,,
2/11/2005,101.05,104.65,106.45,,,
3/11/2005,103.75,107.25,108.9,,,
4/11/2005,103.9,107.5,109.15,,,
7/11/2005,102.95,106.75,108.4,,,
8/11/2005,107.85,111.65,113.2,,,
9/11/2005,106.9,110.75,112.4,,,
10/11/2005,106.75,110.6,112.35,,,
11/11/2005,106.95,110.85,112.65,,,
14/11/2005,99.85,103.7,105.5,,,
15/11/2005,96.5,100.2,102,,,
16/11/2005,96.55,100.5,102.4,,,
17/11/2005,98,102,104,,,
18/11/2005,96.8,100.3,102.4,,,
21/11/2005,99.05,102.9,105.1,,,
22/11/2005,98.65,102.4,104.6,,,
23/11/2005,97.4,101.3,103.4,,,
28/11/2005,96.15,100.15,102.3,,,
29/11/2005,95.7,99.95,102.05,,,
30/11/2005,93,97,99.2,,,
1/12/2005,92.4,96.45,98.65,,,
2/12/2005,90.75,94.75,96.95,,,
5/12/2005,91.85,95.85,98,,,
6/12/2005,92.7,96.6,98.7,,,
7/12/2005,92,95.7,97.8,,,
8/12/2005,92.8,96.2,98.45,,,
9/12/2005,92.75,95.9,98.2,,,
12/12/2005,96.45,99.7,101.85,,,
13/12/2005,95.4,98.3,100.5,,,
14/12/2005,93.2,96.7,99,,,
15/12/2005,94.35,97.85,100.15,,,
16/12/2005,94.35,97.85,100.15,,,
19/12/2005,98.1,101.35,103.65,,,
20/12/2005,102.4,104.6,106.4,,,
21/12/2005,101.2,103.3,105.05,,,
22/12/2005,102.8,104.95,106.7,,,
23/12/2005,102.6,104.75,106.45,,,
27/12/2005,106.2,108.3,109.9,,,
28/12/2005,107,109.1,110.75,,,
29/12/2005,106.9,109.1,110.8,,,
30/12/2005,107.1,109.3,111.1,,,
3/01/2006,108.6,110.8,112.5,,,
4/01/2006,110.65,112.85,114.65,,,
5/01/2006,117.45,119.55,121.35,,,
6/01/2006,119.55,121.7,123.5,,,
9/01/2006,120.15,122.45,124.3,,,
10/01/2006,119.1,121.4,123.35,,,
11/01/2006,117.2,119.6,121.55,,,
12/01/2006,117.55,119.95,121.85,,,
13/01/2006,119.95,122.3,124.2,,,
17/01/2006,123.8,126.1,127.85,,,
18/01/2006,121.6,124.05,125.9,,,
19/01/2006,119.4,121.95,124.05,,,
20/01/2006,118.4,120.95,123.05,,,
23/01/2006,120.45,123,125.1,,,
24/01/2006,122.4,125,127.1,,,
25/01/2006,123.05,125.7,127.8,,,
26/01/2006,122.85,125.5,127.45,,,
27/01/2006,124.3,126.95,128.9,,,
30/01/2006,121.9,124.65,126.85,,,
31/01/2006,118.2,121,123.3,,,
1/02/2006,117.25,120.1,122.35,,,
2/02/2006,118,120.85,123.15,,,
3/02/2006,117.6,120.5,122.85,,,
6/02/2006,113.2,116.15,118.6,,,
7/02/2006,114.9,117.85,120.25,,,
8/02/2006,113.45,116.45,118.7,,,
9/02/2006,113.8,116.75,118.9,,,
10/02/2006,115.1,118.2,120.45,,,
13/02/2006,109.45,112.55,114.85,,,
14/02/2006,107.55,110.65,113,,,
15/02/2006,107.8,110.7,113.1,,,
16/02/2006,106,108.6,110.9,,,
17/02/2006,109.45,111.55,113.8,,,
21/02/2006,111.15,112.8,115,,,
22/02/2006,109.5,111.3,113.55,,,
23/02/2006,110.95,112.85,115.25,,,
24/02/2006,110.95,112.8,115.2,,,
27/02/2006,108.35,110.25,112.75,,,
28/02/2006,111.8,113.7,116.2,,,
1/03/2006,112.2,114.05,116.65,,,
2/03/2006,110.1,112,114.55,,,
3/03/2006,112.1,114,116.65,,,
6/03/2006,109,110.85,113.45,,,
7/03/2006,106.7,108.6,111.1,,,
8/03/2006,106.75,108.65,111.15,,,
9/03/2006,106.85,108.75,111.35,,,
10/03/2006,105.7,107.6,110.2,,,
13/03/2006,104.4,105.9,108.55,,,
14/03/2006,104.6,106.25,108.85,,,
15/03/2006,107.1,108.75,111.25,,,
16/03/2006,105.3,106.95,109.65,,,
17/03/2006,103.65,105.25,107.95,,,
20/03/2006,104.1,105.7,108.4,,,
21/03/2006,105.45,106.95,109.65,,,
22/03/2006,104.15,106.85,109.3,,,
23/03/2006,104.9,107.65,110.1,,,
24/03/2006,105.3,108,110.5,,,
27/03/2006,105.95,108.7,111.15,,,
28/03/2006,105.55,108.35,110.75,,,
29/03/2006,104.35,107.15,109.6,,,
30/03/2006,108.6,111.4,113.75,,,
31/03/2006,107,109.85,112.3,,,
3/04/2006,109.45,112.35,114.85,,,
4/04/2006,107.05,109.95,112.5,,,
5/04/2006,108.05,110.95,113.5,,,
6/04/2006,108.85,111.75,114.3,,,
7/04/2006,108.35,111.2,113.75,,,
10/04/2006,108.15,111,113.55,,,
11/04/2006,104.75,107.65,110.2,,,
12/04/2006,104.7,107.65,110.25,,,
13/04/2006,105.25,108.15,110.75,,,
17/04/2006,106.65,109.5,112.15,,,
18/04/2006,109.2,112,114.55,,,
19/04/2006,110.1,113,115.65,,,
20/04/2006,112.9,115.4,118,,,
21/04/2006,112,114.4,117.05,,,
24/04/2006,111.35,113.85,116.55,,,
25/04/2006,106.7,109.2,111.95,,,
26/04/2006,109,111.5,114.25,,,
27/04/2006,105.5,108,110.75,,,
28/04/2006,107.2,109.7,112.45,,,
1/05/2006,107.1,109.6,112.4,,,
2/05/2006,110.35,112.75,115.5,,,
3/05/2006,108.85,111.35,114.1,,,
4/05/2006,107.15,109.55,112.3,,,
5/05/2006,106.5,108.25,111,,,
8/05/2006,105.75,107.6,110.35,,,
9/05/2006,107.05,108.9,111.6,,,
10/05/2006,107.2,109,111.75,,,
11/05/2006,102.7,104.45,107.25,,,
12/05/2006,101.8,103.6,106.4,,,
15/05/2006,99.6,101.6,104.45,,,
16/05/2006,100.85,102.6,105.45,,,
17/05/2006,98.25,101.4,104.3,,,
18/05/2006,99.65,102.15,105.05,,,
19/05/2006,100.65,103.55,107.3,,,
22/05/2006,99.6,102.5,106.35,,,
23/05/2006,101.4,104.3,108.15,,,
24/05/2006,99.8,102.7,106.6,,,
25/05/2006,98.65,101.55,105.45,,,
26/05/2006,98.1,101,104.85,,,
30/05/2006,98.75,101.65,105.5,,,
31/05/2006,98.95,101.9,105.75,,,
1/06/2006,99.95,102.85,106.7,,,
2/06/2006,101.25,104.05,107.8,,,
5/06/2006,98.45,101.25,105.05,,,
6/06/2006,96.1,98.9,102.7,,,
7/06/2006,96,98.85,102.6,,,
8/06/2006,96.45,99.25,103.05,,,
9/06/2006,95.9,98.7,102.55,,,
12/06/2006,95.65,98.45,102.3,,,
13/06/2006,95.3,97.95,101.8,,,
14/06/2006,96.05,98.45,102.3,,,
15/06/2006,96.55,98.95,102.9,,,
16/06/2006,95.25,97.7,101.6,,,
19/06/2006,94.95,97.25,101.15,,,
20/06/2006,95.45,97.45,101.3,,,
21/06/2006,95.1,96.7,100.45,,,
22/06/2006,95.7,97.1,100.8,,,
23/06/2006,95.3,96.6,100.3,,,
26/06/2006,94.6,95.95,99.75,,,
27/06/2006,95.35,96.7,100.5,,,
28/06/2006,97.7,99.1,102.85,,,
29/06/2006,97.5,98.85,102.55,,,
30/06/2006,99.5,101.1,104.75,,,
3/07/2006,102,103.5,106.95,,,
5/07/2006,101.85,103.45,106.95,,,
6/07/2006,101.3,103.05,106.65,,,
7/07/2006,98.4,100,103.8,,,
10/07/2006,99.1,100.7,104.45,,,
11/07/2006,98.35,99.8,103.6,,,
12/07/2006,98.55,99.95,103.75,,,
13/07/2006,99.35,100.7,104.6,,,
14/07/2006,97,98.25,102.2,,,
17/07/2006,95.75,97.15,101.15,,,
18/07/2006,96.1,97.1,101.1,,,
19/07/2006,95.9,97.15,101.1,,,
20/07/2006,95.8,99.8,103.6,,,
21/07/2006,95.6,99.6,103.35,,,
24/07/2006,94.05,98.1,101.85,,,
25/07/2006,95.1,99.15,102.9,,,
26/07/2006,95.5,99.55,103.3,,,
27/07/2006,96.8,100.9,104.65,,,
28/07/2006,99.4,103.5,107.3,,,
31/07/2006,99.35,103.45,107.2,,,
1/08/2006,98.3,102.45,106.2,,,
2/08/2006,103.7,107.75,111.5,,,
3/08/2006,105.85,109.95,113.65,,,
4/08/2006,105.45,109.45,113.15,,,
7/08/2006,107.15,111.1,114.8,,,
8/08/2006,107.1,111.05,114.75,,,
9/08/2006,107.65,111.55,115.15,,,
10/08/2006,105.55,109.55,113.2,,,
11/08/2006,104.3,108.35,112.1,,,
14/08/2006,100.75,104.85,108.7,,,
15/08/2006,102.85,106.9,110.75,,,
16/08/2006,104.65,108.6,112.35,,,
17/08/2006,103.55,107.5,111.25,,,
18/08/2006,103.25,107.15,110.95,,,
21/08/2006,107,110.95,114.75,,,
22/08/2006,108.2,112.6,116.4,,,
23/08/2006,107.35,111.35,115.05,,,
24/08/2006,107.05,111.15,114.9,,,
25/08/2006,106.2,110.25,113.95,,,
28/08/2006,103.2,107.25,111,,,
29/08/2006,103.3,107.3,111.05,,,
30/08/2006,103.35,107.35,111.2,,,
31/08/2006,104,108,111.85,,,
1/09/2006,103.4,107.6,111.4,,,
5/09/2006,106.45,110.3,114.1,,,
6/09/2006,106.25,110.35,114.15,,,
7/09/2006,103.5,107.6,111.45,,,
8/09/2006,102.45,106.15,110.05,,,
11/09/2006,100.25,103.75,107.65,,,
12/09/2006,100.1,103.65,107.55,,,
13/09/2006,100.5,104.4,108.3,,,
14/09/2006,99.95,103.4,107.3,,,
15/09/2006,98.65,102.1,105.9,,,
18/09/2006,99.2,101.95,105.7,,,
19/09/2006,100.45,103.1,106.85,,,
20/09/2006,101.95,105.75,108.1,,,
21/09/2006,103.55,107.4,109.75,,,
22/09/2006,104.45,108.3,110.65,,,
25/09/2006,106.65,110.5,112.85,,,
26/09/2006,106.9,110.75,113.1,,,
27/09/2006,106.9,110.75,113.1,,,
28/09/2006,107.5,111.35,113.7,,,
29/09/2006,107.65,111.5,113.8,,,
2/10/2006,103.55,107.4,109.7,,,
3/10/2006,104.25,108.1,110.45,,,
4/10/2006,104.45,108.35,110.7,,,
5/10/2006,104.5,108.45,110.9,,,
6/10/2006,103.9,107.85,110.3,,,
9/10/2006,103.05,107,109.5,,,
10/10/2006,102.85,106.8,109.35,,,
11/10/2006,103.05,107,109.55,,,
12/10/2006,103.3,107.25,109.85,,,
13/10/2006,104.05,108,110.5,,,
16/10/2006,101.9,105.9,108.45,,,
17/10/2006,102.45,106.4,109.05,,,
18/10/2006,102.25,106.25,108.9,,,
19/10/2006,101.85,105.85,108.55,,,
20/10/2006,102.05,106,108.65,,,
23/10/2006,106.85,110.7,113.3,,,
24/10/2006,107.15,111.1,113.75,,,
25/10/2006,106.85,110.85,113.5,,,
26/10/2006,107.6,111.55,114.25,,,
27/10/2006,108,112,114.7,,,
30/10/2006,108,112.05,114.7,,,
31/10/2006,108.25,112.35,115,,,
1/11/2006,108.65,112.8,115.45,,,
2/11/2006,110.55,114.65,117.25,,,
3/11/2006,112.45,116.55,119.15,,,
6/11/2006,113.2,117.25,119.8,,,
7/11/2006,112.95,117.05,119.65,,,
8/11/2006,115.75,119.85,122.45,,,
9/11/2006,119.2,123.3,125.9,,,
10/11/2006,115.85,120.05,122.7,,,
13/11/2006,115.15,119.45,122.1,,,
14/11/2006,115.8,120.15,122.8,,,
15/11/2006,118.15,122.45,125.1,,,
16/11/2006,116.5,120.95,123.6,,,
17/11/2006,113.1,117.95,120.65,,,
20/11/2006,115.15,119.75,122.45,,,
21/11/2006,115.4,120.1,122.9,,,
22/11/2006,115.55,120.15,122.95,,,
27/11/2006,118,122.65,125.4,,,
28/11/2006,120.35,124.95,127.75,,,
29/11/2006,118.55,123.3,126.15,,,
30/11/2006,119.7,124.3,127.15,,,
1/12/2006,123.2,127.6,130.45,,,
4/12/2006,120.2,124.2,127.05,,,
5/12/2006,123.4,127.25,130.1,,,
6/12/2006,121.7,125.8,128.7,,,
7/12/2006,121.9,125.9,128.8,,,
8/12/2006,121.85,125.85,128.75,,,
11/12/2006,124.7,128.65,131.6,,,
12/12/2006,123.85,127.75,130.75,,,
13/12/2006,124.95,128.85,131.85,,,
14/12/2006,125.05,128.9,131.9,,,
15/12/2006,121.55,125.4,128.35,,,
18/12/2006,120.7,124.45,127.45,,,
19/12/2006,123,126,128.8,,,
20/12/2006,126.75,129.7,132.45,,,
21/12/2006,126.35,129.35,132.1,,,
22/12/2006,125.4,128.4,131.15,,,
26/12/2006,127.7,130.7,133.45,,,
27/12/2006,128.9,131.85,134.6,,,
28/12/2006,125,127.95,130.7,,,
29/12/2006,126.2,129.2,132,,,
3/01/2007,123.6,126.65,129.45,,,
4/01/2007,125,128.05,130.9,,,
5/01/2007,120.45,123.5,126.35,,,
8/01/2007,120.1,123.1,125.95,,,
9/01/2007,118.4,121.5,124.35,,,
10/01/2007,120.75,123.85,126.7,,,
11/01/2007,120.65,123.75,126.6,,,
12/01/2007,120.3,123.45,126.35,,,
16/01/2007,121.65,124.85,127.75,,,
17/01/2007,121.6,124.8,127.7,,,
18/01/2007,119.75,122.95,125.9,,,
19/01/2007,119.7,122.9,125.8,,,
22/01/2007,117.35,120.55,123.5,,,
23/01/2007,115.65,118.85,121.8,,,
24/01/2007,116.95,120.15,123.1,,,
25/01/2007,116,119.2,122.15,,,
26/01/2007,116.3,119.5,122.45,,,
29/01/2007,116.6,119.8,122.75,,,
30/01/2007,116.55,119.75,122.7,,,
31/01/2007,117.65,120.9,123.85,,,
1/02/2007,118.75,121.75,124.65,,,
2/02/2007,118.35,121.4,124.25,,,
5/02/2007,116.6,119.75,122.6,,,
6/02/2007,116.5,119.65,122.45,,,
7/02/2007,116.85,119.85,122.65,,,
8/02/2007,115.55,118.55,121.35,,,
9/02/2007,114.75,117.8,120.6,,,
12/02/2007,113.9,116.95,119.75,,,
13/02/2007,113.7,116.6,119.35,,,
14/02/2007,114.05,116.7,119.55,,,
15/02/2007,115.3,117.85,120.7,,,
16/02/2007,113.2,116,118.85,,,
20/02/2007,113.2,115.2,118.05,,,
21/02/2007,115.15,116.45,119.3,,,
22/02/2007,118.9,120.15,122.9,,,
23/02/2007,119.25,120.15,122.9,,,
26/02/2007,117.85,118.9,121.65,,,
27/02/2007,117.3,118.3,121.1,,,
28/02/2007,117.7,118.5,121.25,,,
1/03/2007,116,116.6,119.4,,,
2/03/2007,114.35,115.15,118,,,
5/03/2007,110.55,111.5,114.45,,,
6/03/2007,112,113,115.95,,,
7/03/2007,111.1,112.2,115.1,,,
8/03/2007,111.1,112.4,115.3,,,
9/03/2007,111.5,112.5,115.35,,,
12/03/2007,111,111.8,114.7,,,
13/03/2007,110.2,111.05,113.95,,,
14/03/2007,109,109.85,112.75,,,
15/03/2007,109.65,110.55,113.4,,,
16/03/2007,109.45,110.35,113.2,,,
19/03/2007,107.6,110.25,113.15,,,
20/03/2007,108.9,109.3,112.15,,,
21/03/2007,112.5,115.35,118.15,,,
22/03/2007,111.75,114.6,117.4,,,
23/03/2007,113.35,116.15,118.95,,,
26/03/2007,114.35,117.15,119.95,,,
27/03/2007,112.45,115.25,118.05,,,
28/03/2007,112.7,115.5,118.3,,,
29/03/2007,110.6,113.5,116.3,,,
30/03/2007,109.25,112.2,115,,,
2/04/2007,108.6,111.55,114.35,,,
3/04/2007,110.75,113.7,116.45,,,
4/04/2007,110.55,113.45,116.25,,,
5/04/2007,110.85,113.75,116.55,,,
9/04/2007,109.65,112.55,115.35,,,
10/04/2007,109.25,112.15,114.95,,,
11/04/2007,109.45,112.35,115.2,,,
12/04/2007,112.85,115.7,118.5,,,
13/04/2007,111.8,114.65,117.45,,,
16/04/2007,108.45,111.2,114,,,
17/04/2007,109.6,112.25,115.05,,,
18/04/2007,109.35,112.1,114.9,,,
19/04/2007,108.5,111.5,114.3,,,
20/04/2007,107.7,110.65,113.45,,,
23/04/2007,106.35,109.4,112.2,,,
24/04/2007,104.4,107.65,110.5,,,
25/04/2007,104.35,107.25,110.1,,,
26/04/2007,103.75,106.75,109.6,,,
27/04/2007,104,107,109.85,,,
30/04/2007,103.15,106.15,109,,,
1/05/2007,101.85,104.85,107.75,,,
2/05/2007,101.7,104.7,107.55,,,
3/05/2007,101.35,104.35,107.2,,,
4/05/2007,103,106,108.85,,,
7/05/2007,101.9,104.8,107.65,,,
8/05/2007,102.25,105.25,108.1,,,
9/05/2007,103.25,106.25,109.1,,,
10/05/2007,103.6,106.55,109.4,,,
11/05/2007,102.8,105.7,108.5,,,
14/05/2007,104.2,106.85,109.7,,,
15/05/2007,104.65,107.3,110.1,,,
16/05/2007,107.25,109.7,112.5,,,
17/05/2007,110.35,113.1,115.9,,,
18/05/2007,109.5,111.8,114.6,,,
21/05/2007,112,114.8,118.45,,,
22/05/2007,111.55,114.3,117.95,,,
23/05/2007,112.05,114.8,118.45,,,
24/05/2007,113.35,116.1,119.75,,,
25/05/2007,112.9,115.65,119.35,,,
29/05/2007,110.7,113.5,117.2,,,
30/05/2007,111.35,114.2,117.9,,,
31/05/2007,111.9,114.75,118.5,,,
1/06/2007,117.4,120.2,123.9,,,
4/06/2007,115.3,118.1,121.75,,,
5/06/2007,116.55,119.35,123.05,,,
6/06/2007,116.45,119.3,123.1,,,
7/06/2007,116.95,119.85,123.65,,,
8/06/2007,114.85,117.75,121.6,,,
11/06/2007,115.4,118.25,122.1,,,
12/06/2007,113.45,116.35,120.25,,,
13/06/2007,114.6,117.4,121.3,,,
14/06/2007,114.75,117.2,121.05,,,
15/06/2007,114.7,117.2,121.05,,,
18/06/2007,115.2,117.05,120.9,,,
19/06/2007,113.35,115.8,119.65,,,
20/06/2007,115,117.4,121.25,,,
21/06/2007,114.55,116.7,120.55,,,
22/06/2007,113.6,115.4,119.3,,,
25/06/2007,110,111.15,115.05,,,
26/06/2007,109.95,111.9,115.8,,,
27/06/2007,110.4,112.2,116.1,,,
28/06/2007,110.8,112.6,116.5,,,
29/06/2007,111,112.8,116.7,,,
2/07/2007,110.2,112,116,,,
3/07/2007,109.1,111.1,115.15,,,
5/07/2007,108.3,110.4,114.4,,,
6/07/2007,107.25,109.75,113.8,,,
9/07/2007,107.05,109.4,113.45,,,
10/07/2007,108.5,111.15,115.05,,,
11/07/2007,109.2,111.85,115.8,,,
12/07/2007,109.4,111.4,115.35,,,
13/07/2007,107.75,109.75,113.8,,,
16/07/2007,109.25,111.75,115.75,,,
17/07/2007,110.6,112.45,116.45,,,
18/07/2007,112.5,114,118,,,
19/07/2007,112.75,114.25,118.2,,,
20/07/2007,114,117.95,121.6,,,
23/07/2007,112.35,116.3,119.95,,,
24/07/2007,115.75,119.7,123.35,,,
25/07/2007,114.2,118.15,121.8,,,
26/07/2007,111.4,115.4,119.05,,,
27/07/2007,112.7,116.7,120.4,,,
